! Original: https://adguardteam.github.io/HostlistsRegistry/assets/filter_7.txt
! Version: 1.0.14.52
! Last modified: 2025-06-18T14:52:32.520Z
! Transformed by: https://github.com/IgorKha/mikrotik-adlist
0.0.0.0 notice.samsungcloudsolution.com
0.0.0.0 noticecdn.samsungcloudsolution.com
0.0.0.0 noticefile.samsungcloudsolution.com
0.0.0.0 oempprd.samsungcloudsolution.
0.0.0.0 prderrordumphsm.samsungcloudsolution.com
0.0.0.0 openapi.samsung.com
0.0.0.0 pavv.co.kr
0.0.0.0 pipeaota.com
0.0.0.0 premium-videos.telly.com
0.0.0.0 prov.samsungcloudsolution.com
0.0.0.0 rwww.samsungotn.net
0.0.0.0 samsungacr.com
0.0.0.0 samsungadhub.com
0.0.0.0 sas.samsungcloudsolution.com
0.0.0.0 sca.samsung.com
0.0.0.0 syncplusconfig.s3.amazonaws.com
0.0.0.0 us-api.samsungyosemite.com
0.0.0.0 vd.emp.prd.s3.amazonaws.com
0.0.0.0 vdterms.samsungcloudsolution.com
0.0.0.0 samsungelectronics.com
0.0.0.0 vd.contents.prod.eu.s3.amazonaws.com
0.0.0.0 data.arqiva.tv
0.0.0.0 cloud.arqiva.tv
0.0.0.0 gamespromotion.samsungcloudsolution.com
0.0.0.0 osb-apps-v2.samsungqbe.com
0.0.0.0 connecttv.pelmorex.com
0.0.0.0 adgrx.com
0.0.0.0 logs.roku.com
0.0.0.0 ravm.tv
0.0.0.0 hbbtv-1.eurosport.com
0.0.0.0 hbbtv-extern-fe01.sim-technik.de
0.0.0.0 hbbtv-track.redbutton.de
0.0.0.0 hbbtv.*.de
0.0.0.0 hbbtv01p.anixe.net
0.0.0.0 hbbtvapp.sonnenklar.tv
0.0.0.0 p-hbbtv.superrtl.de
0.0.0.0 2mdn.net
0.0.0.0 ad.71i.de
0.0.0.0 adv.ettoday.net
0.0.0.0 advertising.com
0.0.0.0 cert-test.sandbox.google.com
0.0.0.0 database01p.anixe.net
0.0.0.0 de.ioam.de
0.0.0.0 drscdn.500px.org
0.0.0.0 googleads.g.doubleclick.net
0.0.0.0 nbc-jite.nbcuni.com
0.0.0.0 redbutton-adproxy-lb-prod.redbutton.de
0.0.0.0 redbutton-lb-prod.redbutton.de
0.0.0.0 redbutton.sim-technik.de
0.0.0.0 script.ioam.de
0.0.0.0 start.digitaltext.rtl.de
0.0.0.0 trvdp.com
0.0.0.0 tv-static.scdn.co
0.0.0.0 xml.opera.com
0.0.0.0 control-zoo-dai-default.tvinteractive.tv
0.0.0.0 mcp.tvinteractive.tv
0.0.0.0 control2.tvinteractive.tv
0.0.0.0 control.tvinteractive.tv
0.0.0.0 tvmeta-dynamic.tvinteractive.tv
0.0.0.0 alphonso.tv
0.0.0.0 ads.spotx.tv
0.0.0.0 ichnaea.netflix.com
0.0.0.0 customerevents.netflix.com
0.0.0.0 api.distribution.hulu.com
0.0.0.0 api-gps-em.hismarttv.com
0.0.0.0 auth-em.hismarttv.com
0.0.0.0 msg-em.hismarttv.com
0.0.0.0 api-launcher-em.hismarttv.com
0.0.0.0 auth-launcher-em.hismarttv.com
0.0.0.0 api-gps-na.hismarttv.com
0.0.0.0 auth-na.hismarttv.com
0.0.0.0 msg-na.hismarttv.com
0.0.0.0 api-launcher-na.hismarttv.com
0.0.0.0 auth-launcher-na.hismarttv.com
0.0.0.0 unified-ter-na.hismarttv.com
0.0.0.0 api.*.hismarttv.com
0.0.0.0 managed.xmpp.foxtel.com.au
0.0.0.0 foxtel-prod-events.digitalsmiths.net
0.0.0.0 e2.resources.foxtel.com.au
0.0.0.0 a1.resources.foxtel.com.au
0.0.0.0 events.cid.samba.tv
0.0.0.0 platform.cid.samba.tv
0.0.0.0 7345023508.fxmconnect.com
0.0.0.0 7345023508.fxm9485766783.com
0.0.0.0 devicemessaging.us-east-1.amazon.com
0.0.0.0 fls-*.amazon.com
0.0.0.0 mads-eu.amazon.com
0.0.0.0 aax-eu.amazon-adsystem.com
0.0.0.0 mobileanalytics.us-east-1.amazonaws.com
0.0.0.0 config.ioam.de
0.0.0.0 secure-eu.imrworldwide.com
0.0.0.0 logs1409.xiti.com
0.0.0.0 tracksrv.zdf.de
0.0.0.0 settings.crashlytics.com
0.0.0.0 tracking.intl.miui.com
0.0.0.0 sdkconfig.ad.intl.xiaomi.com
0.0.0.0 androidtvchannels-pa.googleapis.com
0.0.0.0 androidtvwatsonfe-pa.googleapis.com
