! Original: https://adguardteam.github.io/HostlistsRegistry/assets/filter_50.txt
! Version: 1.0.18.22
! Last modified: 2025-06-18T14:52:43.638Z
! Transformed by: https://github.com/IgorKha/mikrotik-adlist
0.0.0.0 geekotg.com
0.0.0.0 xiaobaixitong.com
0.0.0.0 daque.cn
0.0.0.0 dabaicai.com
0.0.0.0 lubuntu.net
0.0.0.0 gghacks.com
0.0.0.0 rewardsgiantusa.com
0.0.0.0 promotionsonlineusa.com
0.0.0.0 displayoptoffers.com
0.0.0.0 qualityhealth.com
0.0.0.0 consumerproductsusa.com
0.0.0.0 onlinepromotionsusa.com
0.0.0.0 qsshc.xyz
0.0.0.0 ecoedgeinnovations.xyz
0.0.0.0 medlafire.co
0.0.0.0 greenadblocker.com
0.0.0.0 flash.cn
0.0.0.0 foxmods.xyz
0.0.0.0 gesas.it
0.0.0.0 techinnsrl.com
0.0.0.0 studiogiamberardino.it
0.0.0.0 eniedu.com
0.0.0.0 gamletaarnhuset.no
0.0.0.0 possessedcrackinghart.com
0.0.0.0 dogehype.com
0.0.0.0 rblx.land
0.0.0.0 nbryb.com
0.0.0.0 realnetnews.com
0.0.0.0 rogueleader.org
0.0.0.0 discordap.
0.0.0.0 discord-give.
0.0.0.0 discord-nitro.
0.0.0.0 dlscord*.
0.0.0.0 dlscrod*.
0.0.0.0 freediscordnitro.
0.0.0.0 updatemobilee.com
0.0.0.0 allprizesforme.com
0.0.0.0 tekhacks.net
0.0.0.0 freedownloadfiles.org
0.0.0.0 tw-goldenwinner-57.com
0.0.0.0 fasterfiles.net
0.0.0.0 a1475.com
0.0.0.0 ts-group.com
0.0.0.0 88btbtt.com
0.0.0.0 jinshanduba.org.cn
0.0.0.0 sideload.net
0.0.0.0 stc.tools
0.0.0.0 stcverify.com
0.0.0.0 1980s.click
0.0.0.0 xforce-cracks.com
0.0.0.0 fileisready.com
0.0.0.0 coronasfapps.net
0.0.0.0 sustac.com
0.0.0.0 hostt.link
0.0.0.0 ncracked.com
0.0.0.0 uploadingfilesetup.click
0.0.0.0 uploadingfilesetup.store
0.0.0.0 dr-community.online
0.0.0.0 fullsetup.click
0.0.0.0 akashopc.info
0.0.0.0 nsofthub.info
0.0.0.0 techblogs.cc
0.0.0.0 up-community.wiki
0.0.0.0 upcommunity.net
0.0.0.0 bicfic.net
0.0.0.0 scane.click
0.0.0.0 crackingpatching.com
0.0.0.0 patchedfiles.com
0.0.0.0 rarz-uploader.com
0.0.0.0 filexstorage.site
0.0.0.0 34y26s47.cfd
0.0.0.0 atof42ap.click
0.0.0.0 kz3wnibp.cfd
0.0.0.0 worshippers.store
0.0.0.0 decisionsem.live
0.0.0.0 deliberatelyot.space
0.0.0.0 ozycode.cfd
0.0.0.0 best-experience-cool.com
0.0.0.0 mdowny11.cfd
0.0.0.0 readyf1.click
0.0.0.0 gotmylink.xyz
0.0.0.0 clickmydown.xyz
0.0.0.0 filefindme.xyz
0.0.0.0 host3.live
0.0.0.0 host9.link
0.0.0.0 zeroupload.info
0.0.0.0 sonvupload.xyz
0.0.0.0 theannoyingsite.com
0.0.0.0 smartklick.biz
0.0.0.0 sale24-pills.com
0.0.0.0 hdvideosnet.com
0.0.0.0 fullcrack.vn
0.0.0.0 fetishpartner.com
0.0.0.0 facevideosc.com
0.0.0.0 geoflix.me
0.0.0.0 skymods.net
0.0.0.0 haxsoft.com
0.0.0.0 zenlytrade.com
0.0.0.0 nbsfmradio.com
0.0.0.0 ngazi.co.tz
0.0.0.0 video-watch1.com
0.0.0.0 musicinmysoul.biz
0.0.0.0 choseoffhandsight.com
0.0.0.0 melodydownloader.com
0.0.0.0 flymylife.info
0.0.0.0 neptunclicks.com
0.0.0.0 imgfil.com
0.0.0.0 urlcod.com
0.0.0.0 tiurll.com
0.0.0.0 urlca.com
0.0.0.0 lomogd.com
0.0.0.0 konmm.com
0.0.0.0 xiuty.com
0.0.0.0 oyndr.com
0.0.0.0 lpoms.com
0.0.0.0 psfmi.com
0.0.0.0 gghut.com
0.0.0.0 vlyyg.com
0.0.0.0 mciun.com
0.0.0.0 vlcdownloads.com
0.0.0.0 hypixei.com
0.0.0.0 99box.com
0.0.0.0 ezadblocker.com
0.0.0.0 watchadsfree.com
0.0.0.0 barlear.ru
0.0.0.0 kaminarisubs.net
0.0.0.0 galeden.cn
0.0.0.0 3utilities.com
0.0.0.0 bafybeidzp4sgidm4rvsc32fofkhbz5bdotbekov4mnwzejakvnzhhohysa.ipfs.dweb.link
0.0.0.0 r39-g003-h8ig0w-u8f0we8-fgw0rgf-0we880e-rhgth.obs.ap-southeast-2.myhuaweicloud.com
0.0.0.0 bafybeiexjty7qmufu5jvbyln5ce5mue2lqw2htafc3api4wwsefxet5k54.ipfs.dweb.link
0.0.0.0 chargerlogistics-dot-exceldocsverification.uk.r.appspot.com
0.0.0.0 bizerba-dot-azure-projectfiles.uk.r.appspot.com
0.0.0.0 aajdrp.com
0.0.0.0 italianlottery.com
0.0.0.0 metamasek.cc
0.0.0.0 007itshop.com
0.0.0.0 e-tax-nta.web.app
0.0.0.0 blisterlngdate.com
0.0.0.0 fapello.xyz
0.0.0.0 bavaria-cup.ru
0.0.0.0 luckypapa.xyz
0.0.0.0 manage-fpw-my-sakura-fpw-jp-fpw.impulsion.mu
0.0.0.0 itsaol.com
0.0.0.0 qhigh.com
0.0.0.0 almostmy.com
0.0.0.0 tokyobag.shop
0.0.0.0 erdfkhxrnanm.top
0.0.0.0 app-bitbanlk-cc.weebly.com
0.0.0.0 cordialhoist.top
0.0.0.0 luckvote.top
0.0.0.0 npajp.icu
0.0.0.0 web-telegvm.org
0.0.0.0 m-k-r-5.com
0.0.0.0 if-eku3a-fp.com
0.0.0.0 sapjp.com
0.0.0.0 t-pia.me
0.0.0.0 toythieves.com
0.0.0.0 rigidconcrete.ca
0.0.0.0 sportslevels.com
0.0.0.0 sso.biglobe.jp.net
0.0.0.0 lsdfex.shop
0.0.0.0 jaborcall.app
0.0.0.0 cqjykj.com
0.0.0.0 btemgb.com
0.0.0.0 amaeex.one
0.0.0.0 ec2-13-230-253-66.ap-northeast-1.compute.amazonaws.com
0.0.0.0 my-bitbank.cc
0.0.0.0 jplivestreamhd.live
0.0.0.0 lcskincarecenter.com
0.0.0.0 clasm.live
0.0.0.0 trustwallct.cc
0.0.0.0 webuzz.me
0.0.0.0 coup-ling.net
0.0.0.0 coup-ling-dm.net
0.0.0.0 gokinjolove.jp
0.0.0.0 gokinjolove.net
0.0.0.0 hornygirlsinapp.com
0.0.0.0 10un.jp
0.0.0.0 3tuhabe.info
0.0.0.0 5dgja.com
0.0.0.0 8senjya.jp
0.0.0.0 a-divination.com
0.0.0.0 ad7mylo.com
0.0.0.0 after-pop-abc.com
0.0.0.0 aiai-talk.com
0.0.0.0 aiaitalk.com
0.0.0.0 alicekdsod.com
0.0.0.0 any2st777fhy.com
0.0.0.0 aqmessage.jp
0.0.0.0 best-chat.net
0.0.0.0 bestxchat.net
0.0.0.0 car-na.jp
0.0.0.0 cbcdnkyyxubdsrmg.com
0.0.0.0 ch3l.net
0.0.0.0 chl3.net
0.0.0.0 date-app.net
0.0.0.0 days-neighborhood.com
0.0.0.0 determinatioon.jp
0.0.0.0 di-ana.jp
0.0.0.0 dosukoudo.net
0.0.0.0 drct-match.com
0.0.0.0 drct-match.net
0.0.0.0 dydynight.org
0.0.0.0 en-kakuri.biz
0.0.0.0 en-mu-su-bi.com
0.0.0.0 fapp.work
0.0.0.0 fl-0wer685hjdp300.com
0.0.0.0 fle652.net
0.0.0.0 formatch.co.jp
0.0.0.0 fortune-fate.jp
0.0.0.0 fortune-koun.jp
0.0.0.0 fortune-luna.com
0.0.0.0 friendxroom.com
0.0.0.0 ft-sou.com
0.0.0.0 fukumaneki2211.com
0.0.0.0 g6-gonight.org
0.0.0.0 gabfbnaqodnvfafnj.com
0.0.0.0 gandestin0.jp
0.0.0.0 girls.a-makeup.com
0.0.0.0 gokusenn.jp
0.0.0.0 goldenluck.jp
0.0.0.0 happy468.net
0.0.0.0 happymethod55.com
0.0.0.0 hi-a-so-bi.net
0.0.0.0 himatalk77.net
0.0.0.0 home4ugoog10you.com
0.0.0.0 hope-for-shiningday.com
0.0.0.0 hori-hori.xyz
0.0.0.0 hp-dy.net
0.0.0.0 hphp-dy.net
0.0.0.0 i.redi-ana.jp
0.0.0.0 i2019.jp
0.0.0.0 indi-ana.jp
0.0.0.0 iri195.net
0.0.0.0 irie3.net
0.0.0.0 ivy2241u.jp
0.0.0.0 jamjamjam.biz
0.0.0.0 k-colorful.jp
0.0.0.0 k-smilegallery.com
0.0.0.0 k1wa.jp
0.0.0.0 kaiun-com.com
0.0.0.0 kaiun-park.jp
0.0.0.0 keep.secret-ace.com
0.0.0.0 koiroom.net
0.0.0.0 koiroomnotice.net
0.0.0.0 koun-yogen.com
0.0.0.0 l-one-one.com
0.0.0.0 l-thr-thr.com
0.0.0.0 l-two-two.com
0.0.0.0 l0vekatsu.com
0.0.0.0 lightn5.com
0.0.0.0 lin-link.net
0.0.0.0 link-service.net
0.0.0.0 linkage-linkage.com
0.0.0.0 love-fit.jp
0.0.0.0 love-letter-dm.com
0.0.0.0 love-letter.info
0.0.0.0 loveaholics.com
0.0.0.0 lovemelo.jp
0.0.0.0 luuce.jp
0.0.0.0 machi-match.info
0.0.0.0 madnna.jp
0.0.0.0 madnna.net
0.0.0.0 mangogo.jp
0.0.0.0 mangogo.work
0.0.0.0 match-mate.jp
0.0.0.0 match-mate.net
0.0.0.0 matimati.site
0.0.0.0 maytail.jp
0.0.0.0 meguri-eye.net
0.0.0.0 meguri-y.net
0.0.0.0 moody-night.net
0.0.0.0 my7love.xyz
0.0.0.0 naja59jg.com
0.0.0.0 navi-match.net
0.0.0.0 near-s.com
0.0.0.0 on-glamour.xyz
0.0.0.0 one-chan-love.love
0.0.0.0 onega.jp
0.0.0.0 onegaga.jp
0.0.0.0 otona-nona.biz
0.0.0.0 otonanona.jp
0.0.0.0 otonatime.net
0.0.0.0 oyasu-mi.tokyo
0.0.0.0 pair-online.jp
0.0.0.0 piasukai.xyz
0.0.0.0 plati-num.com
0.0.0.0 pr0m.site
0.0.0.0 privatelife.jp
0.0.0.0 r30address.com
0.0.0.0 r30deai.com
0.0.0.0 reddishpurple.com
0.0.0.0 reverita-t.jp
0.0.0.0 ripiai.com
0.0.0.0 romancetime.jp
0.0.0.0 romancetrain.jp
0.0.0.0 royalclass-dm.com
0.0.0.0 royalclass.info
0.0.0.0 s4fk.destin0.jp
0.0.0.0 salon1999.net
0.0.0.0 salonoshirase.net
0.0.0.0 shells.pairapple.net
0.0.0.0 sns-pair.net
0.0.0.0 soul-ft.com
0.0.0.0 space-high.com
0.0.0.0 spirilp3000.com
0.0.0.0 spirituallounge-3000.com
0.0.0.0 sugarboxxx.net
0.0.0.0 sugulove.com
0.0.0.0 sweetmemo.net
0.0.0.0 sweetmemoryy.com
0.0.0.0 t1a.jp
0.0.0.0 tadaapo123.com
0.0.0.0 tadaapomail.com
0.0.0.0 tadamatch.com
0.0.0.0 tenluuce.jp
0.0.0.0 tsumalabo.jp
0.0.0.0 tumalabo.net
0.0.0.0 tyotto.jp
0.0.0.0 tyotyo.biz
0.0.0.0 u3ig.com
0.0.0.0 ura-nai-best.com
0.0.0.0 vanilla-japan.net
0.0.0.0 verita-t.jp
0.0.0.0 yu0287tk.com
0.0.0.0 jivo-ce.jp
0.0.0.0 2226wurpatw.tokyo
0.0.0.0 asiansgetnaughty.com
0.0.0.0 blackstunners.com
0.0.0.0 budhump.com
0.0.0.0 connect-wp.net
0.0.0.0 eternal.mobius-loop.net
0.0.0.0 fukuinnnokotoba.com
0.0.0.0 humpbuds.com
0.0.0.0 localsgowild.com
0.0.0.0 naughtyfever.com
0.0.0.0 oo.opaall.com
0.0.0.0 tenseikaiun.com
0.0.0.0 secure-57v.pages.dev
0.0.0.0 slb3cr9dx9.jp
0.0.0.0 sukui05.com
0.0.0.0 bambam-bi.com
0.0.0.0 chocochipu-o.com
0.0.0.0 chumsline.jp
0.0.0.0 cosmos-metatrade.com
0.0.0.0 dandelion-horsetail.work
0.0.0.0 deaimatch.jp
0.0.0.0 facebooc.jp
0.0.0.0 gtir5die6sutngr.jpn.com
0.0.0.0 happiness-gate.com
0.0.0.0 iikanjiyanakanjide.wixsite.com
0.0.0.0 kisekichikara.com
0.0.0.0 loto-chance.com
0.0.0.0 makoto-in-room.wixsite.com
0.0.0.0 moira-101.com
0.0.0.0 nitr5eur6fjhtsw.jpn.com
0.0.0.0 okai.work
0.0.0.0 pa-ir.net
0.0.0.0 pdss3a1r.jp
0.0.0.0 pfunding-01.com
0.0.0.0 rainbow-fortune.biz
0.0.0.0 rainbow-fortune.com
0.0.0.0 rainbow-fortune.jp
0.0.0.0 sall.etchat.jp
0.0.0.0 star-fortune.com
0.0.0.0 toki-no-irodori.com
0.0.0.0 tokyo-get-business.jp
0.0.0.0 tomodachixoxo.wixsite.com
0.0.0.0 triangle123.com
