! Original: https://adguardteam.github.io/HostlistsRegistry/assets/filter_20.txt
! Version: 1.0.14.52
! Last modified: 2025-06-18T14:52:33.703Z
! Transformed by: https://github.com/IgorKha/mikrotik-adlist
0.0.0.0 revcontent.com
0.0.0.0 revive.futura.net.mk
0.0.0.0 rtb.mfadsrvr.com
0.0.0.0 s-img.adskeeper.co.uk
0.0.0.0 s-img.mgid.com
0.0.0.0 s.pubmine.com
0.0.0.0 s0.2mdn.net
0.0.0.0 s1.adform.net
0.0.0.0 s2blosh.com
0.0.0.0 sa.daily.mk
0.0.0.0 script.dotmetrics.net
0.0.0.0 securepubads.g.doubleclick.net
0.0.0.0 servicer.adskeeper.co.uk
0.0.0.0 servicer.mgid.com
0.0.0.0 serving-sys.com
0.0.0.0 smartadserver.com
0.0.0.0 st-n.ads1-adnow.com
0.0.0.0 st-n.ads2-adnow.com
0.0.0.0 st-n.ads3-adnow.com
0.0.0.0 st-n.ads4-adnow.com
0.0.0.0 st-n.ads5-adnow.com
0.0.0.0 st-n.gsasd.info
0.0.0.0 static-doubleclick-net.l.google.com
0.0.0.0 static.doubleclick.net
0.0.0.0 stats.g.doubleclick.net
0.0.0.0 stats.l.doubleclick.net
0.0.0.0 static.off.mk
0.0.0.0 storygize.net
0.0.0.0 taboola.com
0.0.0.0 tags.bluekai.com
0.0.0.0 tas-mk.toboads.com
0.0.0.0 toboads.com
0.0.0.0 track.adform.net
0.0.0.0 trc.taboola.com
0.0.0.0 trends.revcontent.com
0.0.0.0 tv21macedonia.xyz
0.0.0.0 vdads2019.com
0.0.0.0 video-cdn.marketgid.com
0.0.0.0 vionservices.com
0.0.0.0 vmads.eu
0.0.0.0 www.ads.it.mk
0.0.0.0 www.bid.aero
0.0.0.0 www.marketgid.com
0.0.0.0 www.midas-network.com
0.0.0.0 www.storygize.net
0.0.0.0 www3.smartadserver.com
0.0.0.0 x.bidswitch.net
